iter	Logloss
112	0.3666625958
113	0.3666066818
114	0.3664913474
115	0.3663782943
116	0.3662695875
117	0.3661474676
118	0.3660891295
119	0.365979458
120	0.3658696354
121	0.3657794466
122	0.3656705109
123	0.3655566738
124	0.3655003564
125	0.365424413
126	0.3653402455
127	0.3652656901
128	0.3652012115
129	0.3651254104
130	0.3650143088
131	0.3649069431
132	0.3647945808
133	0.3647281886
134	0.3646389043
135	0.3645747231
136	0.3645336888
137	0.3644549924
138	0.364379392
139	0.3642988637
140	0.3641849588
141	0.3641300629
142	0.3640644322
143	0.3639845696
144	0.3639106643
145	0.3638596866
146	0.3638039812
147	0.3637243286
148	0.3636701615
149	0.3636044734
150	0.3635254152
151	0.3634706535
152	0.3634118942
153	0.3633782111
154	0.3632974976
155	0.3632281959
156	0.3631761724
157	0.3630930916
158	0.3630283343
159	0.3629771453
160	0.3628957557
161	0.3628441853
162	0.3627663959
163	0.3626750698
164	0.3626053124
165	0.3625402265
166	0.3624676147
167	0.3623965793
168	0.3622960215
169	0.3622590047
170	0.3622084252
171	0.3621364465
172	0.3621035847
173	0.3620296291
174	0.3619491528
175	0.3619011493
176	0.3618324915
177	0.3617633774
178	0.3616962277
179	0.3616532417
180	0.3615871797
181	0.3615260441
182	0.3614645934
183	0.3614241336
184	0.3613623538
185	0.3612978464
186	0.3612589513
187	0.3611727639
188	0.361115437
189	0.3610424268
190	0.3609496193
191	0.3608853007
192	0.3608572293
193	0.3608020016
194	0.3607400127
195	0.360680204
196	0.3606270335
197	0.3605659711
198	0.3605066007
199	0.3604302467
200	0.3603798003
201	0.3603175764
202	0.3602642781
203	0.3602073427
204	0.3601370233
205	0.3600694101
206	0.3600142222
207	0.3599768057
208	0.3599049993
209	0.3598291623
210	0.3597720002
211	0.3597311899
212	0.3596922845
213	0.3596242806
214	0.3595754471
215	0.3595088437
216	0.359467711
217	0.3594041989
218	0.3593247382
219	0.3593008472
220	0.3592718929
221	0.3592021002
222	0.3591661829
223	0.3591106513
224	0.3590689442
225	0.359022673
226	0.358959776
227	0.358910073
228	0.3588417375
229	0.3587945921
230	0.3587513155
231	0.3586942585
232	0.3586196357
233	0.3585907076
234	0.3585469294
235	0.3585024594
236	0.3584699331
237	0.3583986308
238	0.3583452994
239	0.3582918925
240	0.358243875
241	0.3581795446
242	0.3581241896
243	0.3580508153
244	0.3580117397
245	0.3579571738
246	0.3579119933
247	0.3578422048
248	0.3578056469
249	0.3576979329
250	0.357640273
251	0.3576054172
252	0.3575478804
253	0.3574768325
254	0.3574362828
255	0.3574071452
256	0.357362405
257	0.3573157369
258	0.3572166797
259	0.3571698253
260	0.3571282701
261	0.3570932425
262	0.3570541247
263	0.357020126
264	0.3569788998
265	0.3569496753
266	0.3568974418
267	0.3568785056
268	0.3568313581
269	0.3567867212
270	0.3567112957
271	0.3566894181
272	0.3566259294
273	0.3565600579
274	0.3565221085
275	0.3564412565
276	0.3563837053
277	0.3563408547
278	0.3562830872
279	0.3562068393
280	0.3561472976
281	0.3560808994
282	0.3560452789
283	0.3559905106
284	0.3559441166
285	0.3558726012
286	0.3558377521
287	0.3558044413
288	0.3557524818
289	0.3557058154
290	0.3556528133
291	0.3556279597
292	0.3555434108
293	0.3554900297
294	0.3554499854
295	0.3553870897
296	0.3553415396
297	0.355304776
298	0.3552654344
299	0.3552366087
300	0.3551857854
301	0.3551227452
302	0.3550781116
303	0.3550058803
304	0.3549504236
305	0.3548957724
306	0.3548461596
307	0.3547931774
308	0.3547228073
309	0.3546688546
310	0.3546274382
311	0.354560061
312	0.3544814758
313	0.3544518394
314	0.3544045797
315	0.3543643332
316	0.3543264418
317	0.3542501072
318	0.354218245
319	0.3541662549
320	0.3541078349
321	0.3540594025
322	0.3540010106
323	0.3539453502
324	0.3538929744
325	0.3538496496
326	0.3537669021
327	0.3536908059
328	0.3536264493
329	0.3535753749
330	0.3534828023
331	0.3533955517
332	0.3533241703
333	0.3532741951
334	0.3532170752
335	0.3531785424
336	0.3531266958
337	0.3530521814
338	0.353007256
339	0.3529509556
340	0.3529008386
341	0.3528244431
342	0.3527880003
343	0.3527169353
344	0.3526692777
345	0.3525980975
346	0.3525528475
347	0.3525181
348	0.3524470084
349	0.3524061523
350	0.3523436648
351	0.3522886442
352	0.3522268339
353	0.3521675299
354	0.3521325112
355	0.3520845363
356	0.352042188
357	0.3519737621
