iter	Logloss
904	0.1491960605
905	0.1491460239
906	0.1490707862
907	0.1489474074
908	0.1488462698
909	0.1487674234
910	0.1486497607
911	0.1485472611
912	0.1484542747
913	0.1483766653
914	0.1482767048
915	0.1481759205
916	0.1481125492
917	0.1480181964
918	0.1478996401
919	0.1477921684
920	0.1477217759
921	0.1476336895
922	0.14754992
923	0.147422222
924	0.1473509491
925	0.1472833691
926	0.1471490284
927	0.1470562486
928	0.1469508635
929	0.1468250137
930	0.14673113
931	0.1466262993
932	0.1465021694
933	0.1464373749
934	0.1463041134
935	0.1462298056
936	0.1461192502
937	0.1460289315
938	0.1458771191
939	0.1457448791
940	0.1456177822
941	0.1455035521
942	0.1454297343
943	0.1452981369
944	0.1452654984
945	0.145169539
946	0.145058617
947	0.1449899059
948	0.1448480174
949	0.1447642394
950	0.1446304025
951	0.1445086867
952	0.1444218655
953	0.1442765775
954	0.1442348592
955	0.1441308059
956	0.1439831412
957	0.1438812203
958	0.1437516648
959	0.1436924884
960	0.1435797956
961	0.143506543
962	0.1433786071
963	0.1433004672
964	0.1431893299
965	0.1431185094
966	0.1430401521
967	0.1429473302
968	0.1428452417
969	0.1427402011
970	0.1426080601
971	0.1425460097
972	0.1424203892
973	0.1422361432
974	0.1421558685
975	0.1420787305
976	0.1419488248
977	0.1418729233
978	0.1417258158
979	0.1416380061
980	0.1415128938
981	0.1414347933
982	0.1413738875
983	0.1412719031
984	0.1412010934
985	0.1411016845
986	0.14101572
987	0.1409300674
988	0.1408469778
989	0.1407635118
990	0.1406734817
991	0.1405705959
992	0.1405130754
993	0.1404376005
994	0.140293938
995	0.1402299432
996	0.1401246468
997	0.1400434754
998	0.139945945
999	0.1398538407
